Corpus,participants,Stat,Age,Activity,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,Verbs_Utt,FREQ_types,FREQ_tokens,Language,Group,Age(Month),MLU50_Words,MLU50_Morphemes,TNW_50,Clauses_per_sentence_50,NDW_100,*-PRESP,*-PL,*-POSS,*-PAST,*-S3
SALT TNL Narrative Samples,109,Mean,8.46,Narrative retell and picture narrative,44.47,41.36,8.06,8.81,1.64,138.89,335.53,English,TD,8;0 to 9;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,109,SD,0.32,Narrative retell and picture narrative,21.16,20.16,1.14,1.24,0.23,45.68,168.73,English,TD,8;0 to 9;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,49,Mean,9.43,Narrative retell and picture narrative,50.76,47.04,8.3,9.09,1.7,154.37,381,English,TD,9;0 to 10;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,49,SD,0.33,Narrative retell and picture narrative,21.55,18.66,1.3,1.45,0.28,34.19,132.55,English,TD,9;0 to 10;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,53,Mean,10.50,Narrative retell and picture narrative,50.53,48.66,8.93,9.8,1.83,166.23,430.75,English,TD,10;0 to 11;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,53,SD,0.29,Narrative retell and picture narrative,26.98,26.9,1.49,1.64,0.34,52.47,216.2,English,TD,10;0 to 11;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,52,Mean,11.43,Narrative retell and picture narrative,45.94,44.02,8.82,9.66,1.82,158.96,382.75,English,TD,11;0 to 11;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT TNL Narrative Samples,52,SD,0.22,Narrative retell and picture narrative,13.65,13.38,1.29,1.43,0.25,32.83,109.39,English,TD,11;0 to 11;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,9,Mean,2.89,Play,169,147,3.03,3.29,0.61,126.44,442,English,TD,2;8 to 3;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,9,SD,0.12,Play,83.34,68.95,0.35,0.39,0.11,30.23,204.3,English,TD,2;8 to 3;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,23,Mean,3.23,Play,132.7,116.48,3.23,3.54,0.69,126.26,377.04,English,TD,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,23,SD,0.14,Play,51.93,41.36,0.41,0.46,0.13,23.93,141.89,English,TD,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,14,Mean,3.89,Play,182.43,159.71,3.39,3.74,0.7,158.71,546.21,English,TD,3;9 to 4;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,14,SD,0.09,Play,61.19,50.73,0.57,0.65,0.14,39.96,212.59,English,TD,3;9 to 4;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,15,Mean,4.11,Play,139.07,124.53,3.47,3.82,0.73,137.73,426.73,English,TD,4;0 to 4;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,15,SD,0.1,Play,64.72,58.83,0.63,0.75,0.18,37.07,197.75,English,TD,4;0 to 4;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,15,Mean,5.47,Play,132.8,120.67,4.54,4.97,1.01,152.73,561.47,English,TD,5;4 to 5;8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Play,15,SD,0.09,Play,60.26,54.95,0.8,0.85,0.2,51.52,298.17,English,TD,5;4 to 5;8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,50,Mean,7.67,Narrative retell,39.1,37,8.37,9.4,1.7,125.16,310.16,English,TD,7;0 to 8;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,50,SD,0.29,Narrative retell,10.87,10.44,0.9,1.02,0.21,25.29,95.6,English,TD,7;0 to 8;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,59,Mean,8.31,Narrative retell,42,39.64,8.25,9.24,1.65,131.69,326.75,English,TD,8;0 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,59,SD,0.23,Narrative retell,12.69,11.8,1,1.11,0.21,28.57,107.58,English,TD,8;0 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,Mean,14.07,Narrative retell,20.63,20.1,10.91,11.74,2.17,99,217.47,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,SD,0.33,Narrative retell,10.33,9.73,2.42,2.62,0.5,32.99,104.15,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,Mean,14.07,Narrative retell,21.17,20.7,11.47,12.4,2.37,107.77,233.23,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,SD,0.33,Narrative retell,9.51,9.03,2.38,2.55,0.58,33.61,99.55,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,Mean,14.07,Narrative retell,22.17,21.23,10.33,11.19,2.24,101.43,214.97,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,SD,0.33,Narrative retell,10.01,9.28,2.3,2.35,0.53,30.48,94.86,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,Mean,14.07,Narrative retell,28.8,27.4,10.42,11.53,1.99,126.7,283.67,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Fables,30,SD,0.33,Narrative retell,10.15,9.54,2.36,2.56,0.44,34.98,110.56,English,TD,13;5 to 14;9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,46,Mean,9.68,Narrative retell,55.63,53.67,9.71,10.54,1.93,178.98,516.04,English,TD,9;3 to 10;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,46,SD,0.26,Narrative retell,16.95,16.04,1.36,1.48,0.25,40.08,153.35,English,TD,9;3 to 10;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,39,Mean,10.59,Narrative retell,51,49.97,10.03,11,1.96,174.18,501.56,English,TD,10;0 to 11;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,39,SD,0.37,Narrative retell,13.07,12.87,1.58,1.73,0.25,37.58,146.21,English,TD,10;0 to 11;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,88,Mean,11.48,Narrative retell,55.58,54.39,10.3,11.27,2.02,187.09,548.3,English,TD,11;0 to 12;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,88,SD,0.29,Narrative retell,15.58,15.15,1.47,1.6,0.25,34.66,126.1,English,TD,11;0 to 12;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,43,Mean,12.34,Narrative retell,53.42,52.3,10.54,11.52,2.08,182.88,546.21,English,TD,12;0 to 12;8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,43,SD,0.18,Narrative retell,16.07,16.2,1.4,1.48,0.28,41.46,166.46,English,TD,12;0 to 12;8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,36,Mean,9.29,Narrative retell,48.28,46.97,7.49,8.42,1.64,129.58,347.69,English,TD,9;0 to 9;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,36,SD,0.23,Narrative retell,12.29,12.12,0.97,1.06,0.21,22.1,83.85,English,TD,9;0 to 9;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,23,Mean,8.67,Narrative retell,46.96,45.35,7.03,7.93,1.58,123.13,316,English,TD,7;11 to 9;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,23,SD,0.36,Narrative retell,10.64,10.56,1.04,1.13,0.24,18.18,71.79,English,TD,7;11 to 9;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,5,Mean,3.93,Narrative retell,48.2,37.8,5.23,5.69,0.91,75,209.4,English,TD,3;6 to 4;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,5,SD,0.35,Narrative retell,19.69,16.39,1.33,1.43,0.23,35.09,126.46,English,TD,3;6 to 4;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,19,Mean,4.85,Narrative retell,41.84,35.47,6.25,6.8,1.14,80.79,224.58,English,TD,4;7 to 5;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,19,SD,0.17,Narrative retell,17.41,12.91,1.03,1.15,0.19,18.81,102.89,English,TD,4;7 to 5;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,34,Mean,5.25,Narrative retell,39.29,34.06,6.56,7.23,1.2,85.12,223.74,English,TD,5;0 to 5;6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,34,SD,0.19,Narrative retell,10.75,8.32,0.94,1.09,0.17,15.49,62.42,English,TD,5;0 to 5;6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,47,Mean,5.71,Narrative retell,38.47,35.36,6.84,7.58,1.26,90.19,241.72,English,TD,5;6 to 6;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,47,SD,0.14,Narrative retell,9.11,7.5,0.85,0.96,0.16,17.31,57.23,English,TD,5;6 to 6;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,36,Mean,6.27,Narrative retell,40.78,37.14,7.27,8.03,1.3,99.5,269.08,English,TD,6;0 to 6;6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,36,SD,0.15,Narrative retell,9.24,7.42,0.67,0.71,0.15,13.96,53.92,English,TD,6;0 to 6;6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,43,Mean,6.77,Narrative retell,40.88,38.12,7.6,8.35,1.34,100.53,290.26,English,TD,6;6 to 7;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,43,SD,0.15,Narrative retell,12.63,12.12,0.87,0.99,0.17,20.68,99.38,English,TD,6;6 to 7;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,17,Mean,7.16,Narrative retell,43.24,41.47,8.18,8.96,1.49,113.65,335.24,English,TD,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT Narrative Story Retell,17,SD,0.13,Narrative retell,8.61,8.47,1.79,1.97,0.31,20.43,78.75,English,TD,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,Mean,NA,Picture narrative,NA,9.31,6,NA,NA,NA,57.64,English,TD,6;3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,SD,NA,Picture narrative,NA,3.02,1.33,NA,NA,NA,24.92,English,TD,6;3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,Mean,NA,Picture narrative,NA,9.89,6.33,NA,NA,NA,59.6,English,TD,7;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,SD,NA,Picture narrative,NA,4.42,1.3,NA,NA,NA,27.67,English,TD,7;4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,Mean,NA,Picture narrative,NA,14.31,7.45,NA,NA,NA,104.78,English,TD,9;1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilstra McMaster 2007,NA,SD,NA,Picture narrative,NA,7.81,1.05,NA,NA,NA,54.98,English,TD,9;1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,3;0-3;5,5.27,4.24,192.3,1.09,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,3;0-3;5,1.39,1.37,61.22,0.13,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,3;6-3;11,6.24,5.41,244.05,1.15,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,3;6-3;11,1.17,1.28,58.07,0.11,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,4;0-4;5,6.48,5.79,261.4,1.19,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,4;0-4;5,1.37,1.53,69.98,0.13,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,4;6-4;11,6.97,6.18,278.71,1.21,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,4;6-4;11,1.26,1.32,60.14,0.11,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,5;0-5;11,7.33,6.66,299.81,1.29,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,5;0-5;11,1.21,1.35,61.46,0.13,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,6;0-6;11,8.05,7.6,337.73,1.36,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,6;0-6;11,1.42,1.6,72.5,0.14,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,7;0-8;11,8.87,8.59,379.63,1.34,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,7;0-8;11,1.19,1.4,59.28,0.14,NA,NA,NA,NA,NA,NA
SUGAR,NA,Mean,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,9;0-10;11,9.7,9.61,421.36,1.37,NA,NA,NA,NA,NA,NA
SUGAR,NA,SD,NA,Narration,NA,NA,NA,NA,NA,NA,NA,English,TD,9;0-10;11,1.4,1.52,66.61,0.15,NA,NA,NA,NA,NA,NA
Heilmann Miller 2009,NA,Mean,NA,Narrative retell,NA,NA,NA,7,NA,92.5,264.1,English,TD,5;0-7;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heilmann Miller 2009,NA,SD,NA,Narrative retell,NA,NA,NA,0.9,NA,19,77.2,English,TD,5;0-7;0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,265.6,219.1,2.91,3.23,NA,NA,NA,English,TD,2;6 to 2;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,64,66.6,0.58,0.71,NA,NA,NA,English,TD,2;6 to 2;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,235.2,155.5,2.37,2.59,NA,NA,NA,English,SLI,2;6 to 2;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,63.3,54.8,0.32,0.39,NA,NA,NA,English,SLI,2;6 to 2;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,271.5,219.1,2.43,3.81,NA,NA,NA,English,TD,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,74.5,56.9,0.61,0.69,NA,NA,NA,English,TD,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,261.3,177.6,2.84,3.07,NA,NA,NA,English,SLI,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,78,66.2,0.38,0.48,NA,NA,NA,English,SLI,3;0 to 3;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,256.2,203.9,3.71,4.09,NA,NA,NA,English,TD,3;6 to 3;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,53.8,56.6,0.58,0.67,NA,NA,NA,English,TD,3;6 to 3;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,249,176.8,3.1,3.36,NA,NA,NA,English,SLI,3;6 to 3;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,89.3,66.4,0.75,0.8,NA,NA,NA,English,SLI,3;6 to 3;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,282.6,224.2,4.1,4.57,NA,NA,NA,English,TD,4;0 to 4;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,75.3,72.7,0.65,0.76,NA,NA,NA,English,TD,4;0 to 4;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,282.6,198.2,3.31,3.64,NA,NA,NA,English,SLI,4;0 to 4;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,93.8,76.4,0.7,0.8,NA,NA,NA,English,SLI,4;0 to 4;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,278.1,232,4.28,4.75,NA,NA,NA,English,TD,4;6 to 4;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,77.6,69.8,0.72,0.79,NA,NA,NA,English,TD,4;6 to 4;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,284.7,213.2,3.6,3.95,NA,NA,NA,English,SLI,4;6 to 4;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,71.3,63.5,0.62,0.7,NA,NA,NA,English,SLI,4;6 to 4;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,274,223.6,4.38,4.88,NA,NA,NA,English,TD,5;0 to 5;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,62.7,51,0.63,0.72,NA,NA,NA,English,TD,5;0 to 5;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,292.1,223.1,3.72,4.09,NA,NA,NA,English,SLI,5;0 to 5;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,76.2,55.8,0.61,0.7,NA,NA,NA,English,SLI,5;0 to 5;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,278.2,224,4.47,4.96,NA,NA,NA,English,TD,5;6 to 5;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,79.9,65,0.61,0.7,NA,NA,NA,English,TD,5;6 to 5;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,289,222.5,3.95,4.34,NA,NA,NA,English,SLI,5;6 to 5;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,83.6,64.3,0.6,0.67,NA,NA,NA,English,SLI,5;6 to 5;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,291.2,236.3,4.57,5.07,NA,NA,NA,English,TD,6;0 to 6;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,86.2,72.2,0.66,0.75,NA,NA,NA,English,TD,6;0 to 6;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,275.7,217.2,3.98,4.38,NA,NA,NA,English,SLI,6;0 to 6;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,86.1,68.4,0.7,0.75,NA,NA,NA,English,SLI,6;0 to 6;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,285.7,228.3,4.7,5.22,NA,NA,NA,English,TD,6;6 to 6;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,96.6,80.6,0.66,0.71,NA,NA,NA,English,TD,6;6 to 6;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,281.2,214.5,4.18,4.63,NA,NA,NA,English,SLI,6;6 to 6;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,97,73.1,0.71,0.79,NA,NA,NA,English,SLI,6;6 to 6;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,275.6,221.5,4.72,5.22,NA,NA,NA,English,TD,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,90.3,77.4,0.83,0.91,NA,NA,NA,English,TD,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,277,217.1,4.15,4.56,NA,NA,NA,English,SLI,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,97.9,77,0.62,0.69,NA,NA,NA,English,SLI,7;0 to 7;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,271.5,218,4.92,5.45,NA,NA,NA,English,TD,7;6 to 7;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,94.5,79.3,1.03,1.13,NA,NA,NA,English,TD,7;6 to 7;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,280,217.4,4.33,4.77,NA,NA,NA,English,SLI,7;6 to 7;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,89,76.5,0.88,0.96,NA,NA,NA,English,SLI,7;6 to 7;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,278,229.7,5.08,5.67,NA,NA,NA,English,TD,8;0 to 8;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,92.9,81.8,0.84,0.97,NA,NA,NA,English,TD,8;0 to 8;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,266.1,212.4,4.36,4.8,NA,NA,NA,English,SLI,8;0 to 8;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,91.8,78.5,0.75,0.83,NA,NA,NA,English,SLI,8;0 to 8;5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,280.1,228.2,4.99,5.51,NA,NA,NA,English,TD,8;6 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,98.6,80.6,0.71,0.79,NA,NA,NA,English,TD,8;6 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,Mean,NA,Conversation,289.7,227.9,4.49,4.97,NA,NA,NA,English,SLI,8;6 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice (2010),NA,SD,NA,Conversation,93.9,76.9,0.86,0.93,NA,NA,NA,English,SLI,8;6 to 8;11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leadholm Miller 1992,NA,Mean,NA,Narration,143,100,NA,4.01,NA,NA,364,English,TD,3;0 to 3;11,NA,NA,NA,NA,127,7,8,3,4,3
Leadholm Miller 1992,NA,SD,NA,Narration,34,100,NA,0.88,NA,NA,82,English,TD,3;0 to 3;11,NA,NA,NA,NA,23,5,5,3,4,3
Leadholm Miller 1992,NA,Mean,NA,Narration,121,100,NA,5.23,NA,NA,478,English,TD,4;0 to 4;11,NA,NA,NA,NA,163,4,13,3,6,6
Leadholm Miller 1992,NA,SD,NA,Narration,32,100,NA,1.02,NA,NA,94,English,TD,4;0 to 4;11,NA,NA,NA,NA,23,4,7,3,5,6
Leadholm Miller 1992,NA,Mean,NA,Narration,140,100,NA,6.06,NA,NA,553,English,TD,5;0 to 5;11,NA,NA,NA,NA,178,7,11,7,8,7
Leadholm Miller 1992,NA,SD,NA,Narration,22,100,NA,0.94,NA,NA,91,English,TD,5;0 to 5;11,NA,NA,NA,NA,18,5,5,5,5,7
Leadholm Miller 1992,NA,Mean,NA,Narration,146,100,NA,6.17,NA,NA,564,English,TD,6;0 to 6;11,NA,NA,NA,NA,180,6,10,5,11,6
Leadholm Miller 1992,NA,SD,NA,Narration,27,100,NA,1.02,NA,NA,112,English,TD,6;0 to 6;11,NA,NA,NA,NA,26,4,5,4,5,6
Leadholm Miller 1992,NA,Mean,NA,Narration,154,100,NA,7.32,NA,NA,663,English,TD,7;0,NA,NA,NA,NA,194,9,14,5,12,10
Leadholm Miller 1992,NA,SD,NA,Narration,32,100,NA,1.06,NA,NA,97,English,TD,7;0,NA,NA,NA,NA,20,5,6,4,7,13
Leadholm Miller 1992,NA,Mean,NA,Narration,184,100,NA,8.8,NA,NA,800,English,TD,9;0,NA,NA,NA,NA,205,11,17,6,16,10
Leadholm Miller 1992,NA,SD,NA,Narration,35,100,NA,1.64,NA,NA,148,English,TD,9;0,NA,NA,NA,NA,29,5,6,4,8,11
Leadholm Miller 1992,NA,Mean,NA,Narration,167,100,NA,9.83,NA,NA,878,English,TD,11;0,NA,NA,NA,NA,253,15,23,2,17,19
Leadholm Miller 1992,NA,SD,NA,Narration,26,100,NA,1.59,NA,NA,138,English,TD,11;0,NA,NA,NA,NA,34,7,9,2,7,18
Leadholm Miller 1992,NA,Mean,NA,Narration,200,100,NA,9.32,NA,NA,842,English,TD,13;0,NA,NA,NA,NA,237,11,20,2,14,16
Leadholm Miller 1992,NA,SD,NA,Narration,46,100,NA,1.49,NA,NA,132,English,TD,13;0,NA,NA,NA,NA,27,6,9,2,6,12
