Tran2,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: ENNI
20 Samples Matched By Age
Context: Narration (Sets A & B)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT
Compared to 20 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-32.62,,8.25,8.00,8.50,0.16
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-5.59,,73.80,56,107,13.21
        C&I Verbal Utts,0 **,-5.56,,73.65,56,107,13.26
        All Words Including Mazes,0 **,-3.74,,646.15,423,1110,172.85
        Elapsed Time-,---,,,,,,
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-244.43,,99.87,98.51,100.00,0.41
        % Intelligible Words,0.0% **,-2012.96,,99.98,99.80,100.00,0.05
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-7.84,,7.87,6.39,9.53,1.00
        MLU in Morphemes,0.00 **,-7.23,,8.65,6.77,10.82,1.20
        % Utterances with Verbs,0.0% **,-45.18,,98.67,90.14,100.00,2.18
        Mean Verbs per Utterance,0.00 **,-9.96,,1.51,1.31,1.80,0.15
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 **,-3.96,,583.05,362,995,147.26
        Number Different Words (NDW),0 **,-7.71,,155.65,129,200,20.19
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 **,-2.26,,58.02,14.25,107.00,25.63
        Mean Turn Length (words),0.00 **,-2.03,,464.63,90.50,995.00,229.31
        % Responses to Questions,---,,,75.00,0.00,100.00,41.83
        % Responses to Intonation Prompts,---,,,,,,
        % Utts with Overlapping Speech,0.0%,0.00,,0.00,0.00,0.00,0.00
        % Utts Interrupted Other Speaker,0.0%,0.00,,0.00,0.00,0.00,0.00
VERBAL FACILITY,,,,,,,
        Words per Minute-,---,,,,,,
        Pause Time as % of Total Time-,---,,,,,,
        Maze Words as % of Total Words,0.0% **,-2.62,,10.59,3.89,19.88,4.05
        % Abandoned Utterances,0.0%,0.00,,0.00,0.00,0.00,0.00
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.07,,4.28,0.00,14.29,4.02
        Number of Omissions,0,0.00,,0.00,0,0,0.00
        Number of Error Codes,0 *,-1.05,,3.30,0,10,3.15
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Calculations based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
- Value Missing For All Database Records
Database selection criteria: Age 8;0 - 8;6,,,,,,,
