Tran2,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: TNL Narrative Samples
108 Samples Matched By Age
Context: Narration (All 3 Stories)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT
Compared to 108 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-11.34,,6.52,6.00,7.00,0.31
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-2.44,,31.43,8,82,12.90
        C&I Verbal Utts,0 **,-2.26,,27.68,7,73,12.25
        All Words Including Mazes,0 **,-2.01,,248.83,29,700,123.99
        Elapsed Time-,---,,,,,,
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-22.74,,98.19,73.33,100.00,4.32
        % Intelligible Words,0.0% **,-109.21,,99.67,94.05,100.00,0.91
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-5.61,,7.18,2.90,10.51,1.28
        MLU in Morphemes,0.00 **,-5.78,,7.87,3.20,11.54,1.36
        % Utterances with Verbs,0.0% **,-12.91,,95.79,43.75,100.00,7.42
        Mean Verbs per Utterance,0.00 **,-5.39,,1.46,0.50,2.21,0.27
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 *,-1.96,,203.47,29,603,103.92
        Number Different Words (NDW),0 **,-2.64,,93.78,24,205,35.49
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 *,-1.09,,15.32,1.17,71.00,14.04
        Mean Turn Length (words),0.00,-0.97,,110.13,2.00,603.00,113.38
        % Responses to Questions,---,,,82.44,0.00,100.00,26.92
        % Responses to Intonation Prompts,---,,,,,,
        % Utts with Overlapping Speech,0.0%,-0.24,,0.35,0.00,8.89,1.48
        % Utts Interrupted Other Speaker,0.0%,-0.10,,0.03,0.00,3.03,0.29
VERBAL FACILITY,,,,,,,
        Words per Minute-,---,,,,,,
        Pause Time as % of Total Time-,---,,,,,,
        Maze Words as % of Total Words,0.0% *,-1.85,,12.25,0.00,32.47,6.61
        % Abandoned Utterances,0.0%,-0.72,,2.91,0.00,20.00,4.04
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.43,,11.52,0.00,46.15,8.08
        Number of Omissions,0,-0.82,,1.13,0,5,1.38
        Number of Error Codes,0 *,-1.22,,2.81,0,10,2.31
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Calculations based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
- Value Missing For All Database Records
Database selection criteria: Age 6;0 - 7;0,,,,,,,
