Tran1
Transcript Cut: 15 Utterances,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 7/19/2001
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: NZ-AU Conversation
16 database samples
Context: Conversation
SD Interval: 1.0,,,
STANDARD MEASURES REPORT,,,,,,,
Compared to 16 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-51.28,,8.11,8.00,8.33,0.10
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-7.90,,67.44,48,85,8.53
        C&I Verbal Utts,0 **,-7.47,,62.81,48,84,8.41
        All Words Including Mazes,0 **,-3.43,,413.94,211,611,120.84
        Elapsed Time,---,,,5.55,4.02,11.48,1.81
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-27.19,,97.00,89.04,100.00,3.57
        % Intelligible Words,0.0% **,-144.59,,99.44,97.90,100.00,0.69
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-4.08,,5.68,3.39,9.13,1.39
        MLU in Morphemes,0.00 **,-4.10,,6.30,3.88,10.13,1.54
        % Utterances with Verbs,0.0% **,-6.70,,73.12,54.41,91.07,10.91
        Mean Verbs per Utterance,0.00 **,-4.32,,1.10,0.66,1.61,0.26
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 **,-3.73,,356.38,193,511,95.56
        Number Different Words (NDW),0 **,-4.73,,150.56,100,207,31.85
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 **,-2.31,,1.87,1.06,4.21,0.81
        Mean Turn Length (words),0.00 *,-1.35,,11.10,3.11,37.64,8.21
        % Responses to Questions,---,,,88.46,64.62,100.00,10.22
        % Responses to Intonation Prompts,---,,,85.71,0.00,100.00,37.80
        % Utts with Overlapping Speech,0.0% *,-1.01,,4.28,0.00,14.93,4.25
        % Utts Interrupted Other Speaker,0.0%,-0.43,,0.36,0.00,2.99,0.84
VERBAL FACILITY,,,,,,,
        Words per Minute,---,,,80.97,18.37,138.42,30.64
        Pause Time as % of Total Time,---,,,4.74,0.00,25.98,6.26
        Maze Words as % of Total Words,0.0% **,-2.51,,10.83,3.56,16.81,4.31
        % Abandoned Utterances,0.0%,-0.70,,0.62,0.00,2.74,0.89
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.76,,6.00,1.59,14.58,3.42
        % Word Errors,0.0% *,-1.50,,0.96,0.33,2.41,0.64
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Measures based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
All other measures based on total utterances
Database selection criteria: Age 8;0 - 8;6,,,,,,,
