Tran1
Transcript Cut: 15 Utterances,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 7/19/2001
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: Bilingual Spanish Unique Story
65 database samples
Context: Narration (OFTM)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT,,,,,,,
Compared to 65 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-28.68,,7.77,7.50,8.00,0.17
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-2.10,,40.54,19,99,19.32
        C&I Verbal Utts,0 **,-2.06,,38.83,15,97,18.81
        All Words Including Mazes,0 **,-2.03,,297.03,84,691,146.61
        Elapsed Time,---,,,3.62,1.15,7.80,1.53
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-34.54,,98.95,81.82,100.00,2.86
        % Intelligible Words,0.0% **,-203.26,,99.83,96.90,100.00,0.49
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-5.43,,6.90,3.64,11.59,1.27
        MLU in Morphemes,0.00 **,-5.42,,7.00,3.64,11.85,1.29
        % Utterances with Verbs,0.0% **,-4.57,,68.20,40.91,100.00,14.91
        Mean Verbs per Utterance,0.00 **,-3.39,,0.92,0.45,1.73,0.27
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 *,-1.98,,269.26,80,668,135.93
        Number Different Words (NDW),0 **,-3.44,,76.06,33,126,22.09
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 *,-1.82,,38.07,4.00,99.00,20.96
        Mean Turn Length (words),0.00 *,-1.76,,262.16,23.00,671.00,148.92
        % Responses to Questions,---,,,,,,
        % Responses to Intonation Prompts,---,,,,,,
        % Utts with Overlapping Speech,0.0%,0.00,,0.00,0.00,0.00,0.00
        % Utts Interrupted Other Speaker,0.0%,0.00,,0.00,0.00,0.00,0.00
VERBAL FACILITY,,,,,,,
        Words per Minute,---,,,82.94,28.31,143.24,22.71
        Pause Time as % of Total Time~,---,,,1.05,0.00,9.30,2.57
        Maze Words as % of Total Words,0.0% *,-1.16,,6.85,0.00,23.58,5.91
        % Abandoned Utterances,0.0%,-0.66,,3.07,0.00,21.05,4.68
ERRORS,,,,,,,
        % Utterances with Errors,0.0%,-0.92,,16.75,0.00,83.87,18.13
        % Word Errors,0.0%,-0.85,,2.82,0.00,14.66,3.30
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Pause data based on a subset of 30 database samples
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Measures based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
All other measures based on total utterances
~ Value Missing For Some Database Records
Database selection criteria: Age 7;6 - 8;0,,,,,,,
