Tran1
Transcript Cut: 15 Utterances,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 7/19/2001
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: Bilingual Spanish Unique Story
74 database samples
Context: Narration (OFTM)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT,,,,,,,
Compared to 74 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-18.50,,6.27,6.00,6.50,0.18
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-2.52,,36.73,15,90,14.56
        C&I Verbal Utts,0 **,-2.29,,34.59,7,88,15.10
        All Words Including Mazes,0 **,-2.11,,255.95,62,703,121.09
        Elapsed Time,---,,,3.62,1.15,10.48,1.42
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-20.30,,98.19,68.00,100.00,4.84
        % Intelligible Words,0.0% **,-108.22,,99.68,93.85,100.00,0.92
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-6.45,,6.26,3.33,7.96,0.97
        MLU in Morphemes,0.00 **,-6.42,,6.30,3.33,8.08,0.98
        % Utterances with Verbs,0.0% **,-3.59,,59.05,7.69,95.00,16.47
        Mean Verbs per Utterance,0.00 **,-2.61,,0.79,0.15,1.57,0.30
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 **,-2.00,,221.91,36,634,111.01
        Number Different Words (NDW),0 **,-3.27,,67.54,19,120,20.66
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 **,-2.23,,35.42,2.38,90.00,15.86
        Mean Turn Length (words),0.00 *,-1.95,,225.20,7.62,647.00,115.60
        % Responses to Questions,---,,,,,,
        % Responses to Intonation Prompts,---,,,,,,
        % Utts with Overlapping Speech,0.0%,0.00,,0.00,0.00,0.00,0.00
        % Utts Interrupted Other Speaker,0.0%,0.00,,0.00,0.00,0.00,0.00
VERBAL FACILITY,,,,,,,
        Words per Minute,---,,,71.48,10.87,123.02,19.85
        Pause Time as % of Total Time~,---,,,2.17,0.00,35.61,7.26
        Maze Words as % of Total Words,0.0% *,-1.24,,9.11,0.00,37.00,7.32
        % Abandoned Utterances,0.0%,-0.49,,4.41,0.00,58.82,8.97
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.06,,10.19,0.00,47.27,9.61
        % Word Errors,0.0%,-0.92,,1.93,0.00,12.00,2.09
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Pause data based on a subset of 34 database samples
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Measures based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
All other measures based on total utterances
~ Value Missing For Some Database Records
Database selection criteria: Age 6;0 - 6;6,,,,,,,
