Tran1
Transcript Cut: 15 Utterances,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 
Current Age: 
Context: ,,,,DATABASE INFORMATION
Database: Bilingual Spanish Story Retell
125 database samples
Context: Narration (FGTD)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT,,,,,,,
Compared to 125 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (),---,,,6.56,6.50,6.75,0.07
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-2.88,,35.14,15,114,12.22
        C&I Verbal Utts,0 **,-2.82,,33.09,15,107,11.73
        All Words Including Mazes,0 **,-2.33,,254.27,52,841,109.02
        Elapsed Time,---,,,3.62,1.43,7.82,1.18
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-16.18,,97.17,65.63,100.00,6.00
        % Intelligible Words,0.0% **,-91.10,,99.52,93.67,100.00,1.09
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-5.66,,6.61,3.13,9.77,1.17
        MLU in Morphemes,0.00 **,-5.65,,6.65,3.13,9.84,1.18
        % Utterances with Verbs,0.0% **,-3.70,,62.03,22.73,100.00,16.77
        Mean Verbs per Utterance,0.00 **,-3.21,,0.77,0.23,1.61,0.24
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 **,-2.40,,222.03,50,701,92.50
        Number Different Words (NDW),0 **,-3.64,,78.23,36,179,21.51
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 *,-1.77,,25.95,1.27,62.00,14.67
        Mean Turn Length (words),0.00 *,-1.59,,174.01,7.37,513.00,109.62
        % Responses to Questions,---,,,76.67,0.00,100.00,43.46
        % Responses to Intonation Prompts,---,,,,,,
        % Utts with Overlapping Speech,0.0%,-0.23,,0.34,0.00,8.00,1.47
        % Utts Interrupted Other Speaker,0.0%,0.00,,0.00,0.00,0.00,0.00
VERBAL FACILITY,,,,,,,
        Words per Minute,---,,,70.78,22.54,111.15,19.34
        Pause Time as % of Total Time~,---,,,10.61,0.00,39.30,11.92
        Maze Words as % of Total Words,0.0% *,-1.21,,7.83,0.00,30.08,6.46
        % Abandoned Utterances,0.0%,-0.78,,2.58,0.00,18.18,3.33
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.04,,10.14,0.00,50.00,9.79
        % Word Errors,0.0%,-0.87,,1.84,0.00,10.53,2.11
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Pause data based on a subset of 25 database samples
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Measures based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
All other measures based on total utterances
~ Value Missing For Some Database Records
Database selection criteria: Age 6;6 - 7;0,,,,,,,
